,precision,recall,f1-score,support
nao,0.9799827808867844,1.0,0.9898902054571149,4553.0
sim,0.0,0.0,0.0,93.0
accuracy,0.9799827808867844,0.9799827808867844,0.9799827808867844,0.9799827808867844
macro avg,0.4899913904433922,0.5,0.49494510272855746,4646.0
weighted avg,0.9603662508345951,0.9799827808867844,0.9700753563164537,4646.0
