,precision,recall,f1-score,support
nao,0.9854726799653079,0.9982429167581814,0.9918166939443536,4553.0
sim,0.7647058823529411,0.27956989247311825,0.4094488188976378,93.0
accuracy,0.9838570813603099,0.9838570813603099,0.9838570813603099,0.9838570813603099
macro avg,0.8750892811591244,0.6389064046156498,0.7006327564209957,4646.0
weighted avg,0.9810535426045781,0.9838570813603099,0.9801593085850456,4646.0
