,precision,recall,f1-score,support
nao,0.9932854827506368,0.9422358884252141,0.9670874661857529,4553.0
sim,0.19571865443425077,0.6881720430107527,0.3047619047619048,93.0
accuracy,0.9371502367628067,0.9371502367628067,0.9371502367628067,0.9371502367628067
macro avg,0.5945020685924438,0.8152039657179835,0.6359246854738289,4646.0
weighted avg,0.9773204127907952,0.9371502367628067,0.9538295502984482,4646.0
