,precision,recall,f1-score,support
nao,0.9884757555990432,0.9984625521634087,0.9934440559440559,4553.0
sim,0.851063829787234,0.43010752688172044,0.5714285714285714,93.0
accuracy,0.9870856650882479,0.9870856650882479,0.9870856650882479,0.9870856650882479
macro avg,0.9197697926931386,0.7142850395225646,0.7824363136863137,4646.0
weighted avg,0.9857251509712992,0.9870856650882479,0.9849964795213396,4646.0
