,precision,recall,f1-score,support
nao,0.9964788732394366,0.9323522951899846,0.9633495971859752,4553.0
sim,0.20207253886010362,0.8387096774193549,0.325678496868476,93.0
accuracy,0.9304778303917348,0.9304778303917348,0.9304778303917348,0.9304778303917348
macro avg,0.5992757060497701,0.8855309863046698,0.6445140470272256,4646.0
weighted avg,0.9805770675792391,0.9304778303917348,0.9505851950487544,4646.0
