,precision,recall,f1-score,support
nao,0.9967128433904673,0.9323522951899846,0.9634589196550158,4553.0
sim,0.2041343669250646,0.8494623655913979,0.32916666666666666,93.0
accuracy,0.9306930693069307,0.9306930693069307,0.9306930693069307,0.9306930693069307
macro avg,0.6004236051577659,0.8909073303906913,0.6463127931608412,4646.0
weighted avg,0.9808476263626407,0.9306930693069307,0.9507621526451329,4646.0
