,precision,recall,f1-score,support
nao,0.981665228645384,0.9995607291895453,0.9905321580150179,4553.0
sim,0.8,0.08602150537634409,0.1553398058252427,93.0
accuracy,0.9812742143779596,0.9812742143779596,0.9812742143779596,0.9812742143779596
macro avg,0.890832614322692,0.5427911172829447,0.5729359819201303,4646.0
weighted avg,0.9780287959583368,0.9812742143779596,0.9738139296995533,4646.0
